title,price,location,Tình trạng,Năm sản xuất,Xuất xứ,Động cơ,Kiểu dáng,Hộp số,Số Km đã đi,Dẫn động,Màu ngoại thất,Màu nội thất,Số cửa,Số chỗ ngồi
Xe BMW X6 xDrive40i M Sport	2022,3 Tỷ 499 Triệu,"06-08 Nguyễn Văn Cừ, Long Biên Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 3.0 L,SUV,Số tự động,"17,399 Km",AWD - 4 bánh toàn thời gian,Xanh,Nâu,5 cửa,5 chỗ
Xe Kia Carnival Premium 2.2D 7S	2024,1 Tỷ 469 Triệu,Hà Nội Hà Nội,Xe đã dùng,2024,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"120,000 Km",FWD - Dẫn động cầu trước,Xanh,Nâu,5 cửa,7 chỗ
Xe Lexus LX 570	2016,4 Tỷ 400 Triệu,"385 Hữu Hưng, Hà Đông Hà Nội",Xe đã dùng,2016,Nhập khẩu,Xăng 5.7 L,SUV,Số tự động,"190,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,7 chỗ
Xe BMW X5 xDrive40i	2019,2 Tỷ 99 Triệu,"720 Nguyễn Văn Cừ, Long Biên Hà Nội",Xe đã dùng,2019,Nhập khẩu,Xăng 3.0 L,SUV,Số tự động,"70,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,7 chỗ
Xe Ford Ranger Sport 2.0L 4x4 AT	2025,864 Triệu,"61A Cao Thắng, Phường Bàn Cờ TP HCM",Xe mới,2025,Trong nước,Dầu 2.0 L,Bán tải / Pickup,Số tự động,-,4WD - Dẫn động 4 bánh,Trắng,Đen,4 cửa,5 chỗ
Xe Toyota Land Cruiser VX 4.6 V8	2015,1 Tỷ 950 Triệu,"Đường Lê Duẩn, Liêm Chính , Phủ Lý, Hà Nam Hà Nam",Xe đã dùng,2015,Nhập khẩu,Xăng 4.6 L,SUV,Số tự động,"200,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,8 chỗ
Xe VinFast VF8 Plus AWD	2022,745 Triệu,"597 Dương Tự Minh, Quan Triều Thái Nguyên",Xe đã dùng,2022,Trong nước,Điện,SUV,Số tự động,"38,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Đen,5 cửa,5 chỗ
Xe Mitsubishi Triton 4x2 MT	2019,420 Triệu,"Số 1000 Quang Trung Kéo Dài, Yên Nghĩa, Hà Đông, Hà Nội ( cách bến xe yên nghĩa 100M) Hà Nội",Xe đã dùng,2019,Nhập khẩu,Dầu 2.4 L,Bán tải / Pickup,Số tay,"90,000 Km",RFD - Dẫn động cầu sau,Đen,Nhiều màu,4 cửa,5 chỗ
Xe Toyota Fortuner 2.7V 4x2 AT	2015,450 Triệu,"362 Thống Nhất, P 16, Q Gò Vấp TP HCM",Xe đã dùng,2015,Trong nước,Xăng 2.7 L,SUV,Số tự động,"100,000 Km",RFD - Dẫn động cầu sau,Đen,Kem,5 cửa,7 chỗ
Xe BMW 3 Series 320i M Sport	2022,1 Tỷ 269 Triệu,"109/8 Võ Nguyên Giáp, P. Thảo Điền, TP. Thủ Đức TP HCM",Xe đã dùng,2022,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"28,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,4 cửa,5 chỗ
Xe Mazda 3 1.5L Luxury	2024,600 Triệu,"BT FB62 Lê Trọng Tấn, An Khánh, Hoài Đức (gần Công viên Thiên Đường Bảo Sơn) Hà Nội",Xe đã dùng,2024,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"11,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,4 cửa,5 chỗ
Xe Mercedes Benz G class G63 AMG	2021,8 Tỷ 700 Triệu,"140 Nguyễn Văn Giáp, Nam Từ Liêm Hà Nội",Xe đã dùng,2021,Nhập khẩu,Xăng 4.0 L,SUV,Số tự động,"30,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Đỏ,5 cửa,5 chỗ
Xe Mercedes Benz C class C200	2018,715 Triệu,"520 Quốc lộ 13, Hiệp Bình Phước , Thủ Đức TP HCM",Xe đã dùng,2018,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"48,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,4 cửa,5 chỗ
Xe Hyundai Accent Đặc biệt 1.5 AT	2025,470 Triệu,"Số 3 Vũ Phạm Hàm, P Yên Hoà, Q Cầu Giấy Hà Nội",Xe mới,2025,Trong nước,Xăng 1.5 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Đen,Đen,4 cửa,5 chỗ
Xe Mercedes Benz C class C200 Avantgarde	2025,1 Tỷ 459 Triệu,46 Láng Hạ Hà Nội,Xe mới,2025,Trong nước,Xăng 1.5 L,Sedan,Số tự động,-,RFD - Dẫn động cầu sau,Trắng,Đen,4 cửa,5 chỗ
Xe Toyota Camry 2.5Q	2023,1 Tỷ 230 Triệu,"Tầng 2 số 315 Đường Trường Chinh, P.Khương Mai, Q.Thanh Xuân Hà Nội",Xe đã dùng,2023,Nhập khẩu,Xăng 2.5 L,Sedan,Số tự động,"23,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,4 cửa,5 chỗ
Xe VinFast VF7 Eco	2025,695 Triệu,"273 Hoàng Quốc Việt, Phường Nghĩa Tân Hà Nội",Xe đã dùng,2025,Trong nước,Điện,SUV,Số tự động,"1,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Ford Ranger Wildtrak 3.2L 4x4 AT	2017,565 Triệu,Số 5A-Nguyễn Văn Huyên-Cầu Giấy Hà Nội,Xe đã dùng,2017,Nhập khẩu,Dầu 3.2 L,Bán tải / Pickup,Số tự động,"120,000 Km",4WD - Dẫn động 4 bánh,Cam,Nhiều màu,4 cửa,5 chỗ
Xe Hyundai SantaFe Cao cấp 2.4L HTRAC	2021,855 Triệu,Hà Nội Hà Nội,Xe đã dùng,2021,Trong nước,Xăng 2.4 L,SUV,Số tự động,"43,000 Km",AWD - 4 bánh toàn thời gian,Đen,Nâu,5 cửa,7 chỗ
Xe Toyota Hilux Adventure 2.8L 4x4 AT	2025,999 Triệu,"220 Bis, Điện Biên Phủ, Phường Thạnh Mỹ Tây TP HCM",Xe mới,2025,Nhập khẩu,Dầu 2.8 L,Bán tải / Pickup,Số tự động,-,4WD - Dẫn động 4 bánh,Trắng,Đen,4 cửa,5 chỗ
Xe Mazda CX8 Luxury	2024,888 Triệu,"55 Ngô Quyền, P.hiệp Phú, Tp. Thủ Đức, Tphcm TP HCM",Xe đã dùng,2024,Trong nước,Xăng 2.5 L,SUV,Số tự động,"20,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,7 chỗ
Xe Hyundai Custin Cao Cấp 2.0T	2023,869 Triệu,"55 Ngô Quyền, P.hiệp Phú, Tp. Thủ Đức, Tphcm TP HCM",Xe đã dùng,2023,Trong nước,Xăng 2.0 L,Van/Minivan,Số tự động,"16,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2024,1 Tỷ 265 Triệu,Hồ Chí Minh TP HCM,Xe đã dùng,2024,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"13,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,5 cửa,7 chỗ
Xe Ford Everest Titanium 2.0L 4x4 AT	2020,845 Triệu,Cầu Giấy - Hà Nội Hà Nội,Xe đã dùng,2020,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"87,000 Km",4WD - Dẫn động 4 bánh,Đỏ,Đen,5 cửa,7 chỗ
Xe Hyundai Kona Đặc Biệt 2.0 AT	2020,469 Triệu,"118 Lê Quang Đạo, Nam Từ Liêm Hà Nội",Xe đã dùng,2020,Trong nước,Xăng 2.0 L,SUV,Số tự động,"60,000 Km",FWD - Dẫn động cầu trước,Xanh,Đen,5 cửa,5 chỗ
Xe Ford Ranger XLS 2.2L 4x2 AT	2016,405 Triệu,"Nam Trung Yên , Cầu Giấy , Hà Nội Hà Nội",Xe đã dùng,2016,Nhập khẩu,Dầu 2.2 L,Bán tải / Pickup,Số tự động,"130,260 Km",RFD - Dẫn động cầu sau,Xanh,Nhiều màu,4 cửa,5 chỗ
Xe Ford Everest Titanium 2.0L 4x4 AT	2019,869 Triệu,395 Nguyễn Xiển Hà Nội,Xe đã dùng,2019,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"92,000 Km",4WD - Dẫn động 4 bánh,Trắng,Đen,5 cửa,7 chỗ
Xe Kia Rondo GAT	2017,365 Triệu,"44 Lương Đình Của, P. An Phú, Q2, Tp Thủ Đức TP HCM",Xe đã dùng,2017,Trong nước,Xăng 2.0 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Hyundai SantaFe Cao cấp 2.5L HTRAC	2023,1 Tỷ 40 Triệu,Hà Nội Hà Nội,Xe đã dùng,2023,Trong nước,Xăng 2.5 L,SUV,Số tự động,"27,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,7 chỗ
Xe Chevrolet Colorado LTZ 2.5L 4x4 AT	2019,450 Triệu,"Số 1019 Đường Quang Trung, Hà Đông Hà Nội",Xe đã dùng,2019,Nhập khẩu,Dầu 2.5 L,Bán tải / Pickup,Số tự động,-,4WD - Dẫn động 4 bánh,Đen,Đen,4 cửa,5 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2023,1 Tỷ 220 Triệu,"261C Phan Chu Trinh, TP Buôn Ma Thuột Đăk Lăk",Xe đã dùng,2023,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"26,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,5 cửa,7 chỗ
Xe Lexus GS 300	2017,1 Tỷ 680 Triệu,"629 Phạm Văn Đồng, P. Hiệp Bình Chánh, TP. Thủ Đức TP HCM",Xe đã dùng,2017,Nhập khẩu,Xăng 2.0 L,Sedan,Số tự động,"48,000 Km",RFD - Dẫn động cầu sau,Trắng,Kem,4 cửa,5 chỗ
Xe Toyota Corolla altis 2.0V	2015,450 Triệu,"23 Vũ Đức Thận, Long Biên Hà Nội",Xe đã dùng,2015,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"93,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,4 cửa,5 chỗ
Xe Daewoo Gentra SX 1.5 MT	2010,105 Triệu,"Số 668Z Nguyễn Văn Linh, P Long Hòa, Q Bình Thủy Cần Thơ",Xe đã dùng,2010,Trong nước,Xăng 1.5 L,Sedan,Số tay,-,FWD - Dẫn động cầu trước,Bạc,Kem,4 cửa,5 chỗ
Xe VinFast VF e34 AT	2022,435 Triệu,238 Cự Khối Long Biên Hà Nội Hà Nội,Xe đã dùng,2022,Trong nước,Điện,Crossover,Số tự động,"80,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Mazda CX8 Luxury	2023,865 Triệu,"Tổ 2, Phường Thịnh Đán, Tp Thái Nguyên Thái Nguyên",Xe đã dùng,2023,Trong nước,Xăng 2.5 L,SUV,Số tự động,"11,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,7 chỗ
Xe LandRover Range Rover Evoque Dynamic	2014,680 Triệu,"Số 24-26 Lô 03 Geleximco Lê Trọng Tấn, Dương Nội Hà Nội",Xe đã dùng,2014,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Xanh,Đen,5 cửa,5 chỗ
Xe Toyota Hilux 2.4L 4x2 AT	2025,690 Triệu,"382 Quốc lộ 22, Phường Trung Mỹ Tây, Q12 TP HCM",Xe mới,2025,Nhập khẩu,Dầu 2.4 L,Bán tải / Pickup,Số tự động,-,RFD - Dẫn động cầu sau,Trắng,Nâu,4 cửa,5 chỗ
Xe Toyota Fortuner 2.7V 4x4 AT	2017,677 Triệu,Cầu Giấy Hà Nội,Xe đã dùng,2017,Nhập khẩu,Xăng 2.7 L,SUV,Số tự động,"100,000 Km",4WD - Dẫn động 4 bánh,Trắng,Nâu,5 cửa,7 chỗ
Xe Suzuki Jimny 1.5L 4x4 AT	2024,644 Triệu,Km8 Đường Võ Văn Kiệt-quang Minh- Mê Linh Hà Nội,Xe mới,2024,Nhập khẩu,Xăng 1.5 L,SUV,Số tự động,-,4WD - Dẫn động 4 bánh,Xanh,-,3 cửa,4 chỗ
Xe Mercedes Benz E class E200 Sport	2019,1 Tỷ 99 Triệu,"17 Vũ Đức Thận, Long Biên Hà Nội",Xe đã dùng,2019,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"65,000 Km",RFD - Dẫn động cầu sau,Đỏ,Đen,4 cửa,5 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2022,965 Triệu,"161F Dạ Nam, Phường 3, Quận 8, TP.HCM TP HCM",Xe đã dùng,2022,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"29,000 Km",RFD - Dẫn động cầu sau,Đen,Đen,5 cửa,7 chỗ
Xe Kia Cerato 1.6 MT	2018,348 Triệu,"537 Đại lộ Hùng Vương, phường Bến Gót, TP Việt Trì Phú Thọ",Xe đã dùng,2018,Trong nước,Xăng 1.6 L,Sedan,Số tay,"58,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,4 cửa,5 chỗ
Xe Toyota Corolla Cross 1.8V	2025,755 Triệu,"Ngã 3 Tố Hữu + Vũ Trọng Khánh, P Đại Mỗ, Q Nam Từ Liêm Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 1.8 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe VinFast VF8 Eco AWD	2023,629 Triệu,"Vincom Long Biên, P. Chu Huy Mân, Phúc Lợi, Long Biên Hà Nội",Xe đã dùng,2023,Trong nước,Điện,SUV,Số tự động,"54,930 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,5 chỗ
Xe Mercedes Benz S class S450 4Matic	2025,5 Tỷ 39 Triệu,"11 Phạm Hùng, Phường Cầu Giấy Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 3.0 L,Sedan,Số tự động,-,AWD - 4 bánh toàn thời gian,Nâu,-,4 cửa,5 chỗ
Xe LandRover Range Rover HSE 3.0	2013,1 Tỷ 690 Triệu,Số 6 Phạm Văn Bạch - Yên Hoà - Cầu Giấy Hà Nội,Xe đã dùng,2013,Nhập khẩu,Xăng 3.0 L,SUV,Số tự động,"120,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,5 chỗ
Xe Kia Carens 1.4T Signature	2025,740 Triệu,Hà Nội Hà Nội,Xe đã dùng,2025,Trong nước,Xăng 1.4 L,SUV,Số tự động,"15,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Ford Ranger Raptor 2.0L 4x4 AT	2020,930 Triệu,"71 Chế Lan Viên, Tây Thạnh, Tân Phú TP HCM",Xe đã dùng,2020,Nhập khẩu,Dầu 2.0 L,Bán tải / Pickup,Số tự động,"92,000 Km",4WD - Dẫn động 4 bánh,Đen,Đen,4 cửa,5 chỗ
Xe VinFast Lux SA 2.0 Premium 2.0 AT	2021,660 Triệu,"321 Phạm Văn Đồng, Bắc Từ Liêm Hà Nội",Xe đã dùng,2021,Trong nước,Xăng 2.0 L,SUV,Số tự động,"80,000 Km",AWD - 4 bánh toàn thời gian,Đỏ,Đen,5 cửa,7 chỗ
Xe Ford Ranger Stormtrak 2.0L 4x4 AT	2024,990 Triệu,"161F Dạ Nam, Phường 3, Quận 8, TP.HCM TP HCM",Xe đã dùng,2024,Nhập khẩu,Dầu 2.0 L,Bán tải / Pickup,Số tự động,"31,000 Km",4WD - Dẫn động 4 bánh,Bạc,Đen,4 cửa,5 chỗ
Xe Kia Sorento DATH	2018,550 Triệu,"68 Phạm Tu, Hoàng Mai Hà Nội",Xe đã dùng,2018,Trong nước,Dầu 2.2 L,SUV,Số tự động,"100,000 Km",FWD - Dẫn động cầu trước,Trắng,Kem,5 cửa,7 chỗ
Xe Toyota Land Cruiser 3.5 V6	2021,4 Tỷ 490 Triệu,Long biên - hà nội Hà Nội,Xe đã dùng,2021,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,"78,000 Km",AWD - 4 bánh toàn thời gian,Đen,Kem,5 cửa,7 chỗ
Xe BMW X5 xDrive40i xLine Plus	2021,2 Tỷ 890 Triệu,26 Xuân Tảo - Xuân La - Tây Hồ Hà Nội,Xe đã dùng,2021,Nhập khẩu,Xăng 3.0 L,SUV,Số tự động,"50,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,7 chỗ
Xe Toyota Land Cruiser 4.6 V8	2019,3 Tỷ 886 Triệu,Hà Nội Hà Nội,Xe đã dùng,2019,Nhập khẩu,Xăng 4.6 L,SUV,Số tự động,"108,600 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,8 chỗ
Xe Toyota Corolla Cross 1.8G	2022,669 Triệu,Số 6 Phạm Văn Bạch - Yên Hoà - Cầu Giấy Hà Nội,Xe đã dùng,2022,Nhập khẩu,Xăng 1.8 L,SUV,Số tự động,"30,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,5 chỗ
Xe Kia Carens 1.5G Luxury	2024,630 Triệu,Hà Nội Hà Nội,Xe đã dùng,2024,Trong nước,Xăng 1.5 L,SUV,Số tự động,"26,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Mercedes Benz S class S450 4Matic Luxury	2023,5 Tỷ 450 Triệu,"2008 Võ Văn Kiệt, P. An Lạc, Q. Bình Tân TP HCM",Xe đã dùng,2023,Nhập khẩu,Xăng 3.0 L,Sedan,Số tự động,"7,777 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,4 cửa,5 chỗ
Xe Lexus LX 570 Super Sport MBS	2019,7 Tỷ 650 Triệu,210 Võ Chí Công Hà Nội,Xe đã dùng,2019,Nhập khẩu,Xăng 5.7 L,SUV,Số tự động,"60,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Đỏ,5 cửa,4 chỗ
Xe LandRover Range Rover Autobiography 5.0	2009,760 Triệu,Tân phú-TPHCM TP HCM,Xe đã dùng,2009,Nhập khẩu,Xăng 5.0 L,SUV,Số tự động,"95,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,5 chỗ
Xe Jaecoo J7 PHEV 1.5T AT	2025,879 Triệu,"805a Giải Phóng, Tương Mai Hà Nội",Xe mới,2025,Nhập khẩu,Hybrid 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Xanh,Đen,5 cửa,5 chỗ
Xe Kia Carens 1.5G IVT	2023,570 Triệu,"618 Đường 23/10, Tp Nha Trang Khánh Hòa",Xe đã dùng,2023,Trong nước,Xăng 1.5 L,SUV,Số tự động,"15,139 Km",FWD - Dẫn động cầu trước,Xám,Đen,5 cửa,7 chỗ
Xe Mazda CX8 Luxury	2020,715 Triệu,Khu 8 thị trấn Đoan Hùng Phú Thọ,Xe đã dùng,2020,Trong nước,Xăng 2.5 L,SUV,Số tự động,"68,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,7 chỗ
Xe Ford Escape XLS 2.3L 4x2 AT	2010,225 Triệu,"Số 247-249- 251-257-259-263 Lê Thánh Tông, Ngô Quyền Hải Phòng",Xe đã dùng,2010,Trong nước,Xăng 2.3 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Bạc,Đen,5 cửa,5 chỗ
Xe Porsche Macan 2.0	2020,2 Tỷ 599 Triệu,Hà Nội Hà Nội,Xe đã dùng,2020,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,"23,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đỏ,5 cửa,5 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2022,1 Tỷ 150 Triệu,646 Đình Ấm - Khai Quang - Vĩnh Yên Vĩnh Phúc,Xe đã dùng,2022,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"70,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,5 cửa,7 chỗ
Xe VinFast VF7 Plus	2025,949 Triệu,"2450 Ql1a, Phường Trung Mỹ Tây, Quận 12, Hcm TP HCM",Xe mới,2025,Trong nước,Điện,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Xám,Đen,5 cửa,5 chỗ
Xe Kia Morning Luxury	2020,336 Triệu,"336 Hai Bà Trưng, P6, TP Đà Lạt Lâm Đồng",Xe đã dùng,2020,Trong nước,Xăng 1.25 L,Hatchback,Số tự động,"10,000 Km",FWD - Dẫn động cầu trước,Xanh,Kem,5 cửa,5 chỗ
Xe Mazda CX3 Luxury 1.5 AT	2022,535 Triệu,"Số 1 Hải Đông, Lê Thanh Nghị Hải Dương",Xe đã dùng,2022,Nhập khẩu,Xăng 1.5 L,Crossover,Số tự động,"50,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Kia Soluto 1.4 AT Luxury	2022,360 Triệu,"Số 69, Vũ Đức Thận, Q.Long Biên Hà Nội",Xe đã dùng,2022,Trong nước,Xăng 1.4 L,Sedan,Số tự động,"30,000 Km",FWD - Dẫn động cầu trước,Đỏ,Xám,4 cửa,5 chỗ
Xe Mercedes Benz ML Class ML350	2007,279 Triệu,68 Phạm Tu - Thanh Trì Hà Nội,Xe đã dùng,2007,Nhập khẩu,Xăng 3.5 L,SUV,Số tự động,"103,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,5 chỗ
Xe Volkswagen Teramont 2.0 AT	2024,1 Tỷ 788 Triệu,"202-204 Nguyễn Lương Bằng, Khu phố Hưng Phúc, Quận 7 TP HCM",Xe mới,2024,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Đỏ,Nâu,5 cửa,7 chỗ
Xe Toyota Corolla altis 1.8G AT	2021,600 Triệu,"15 đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm Hà Nội",Xe đã dùng,2021,Trong nước,Xăng 1.8 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Đen,Đen,4 cửa,5 chỗ
Xe Hyundai Palisade Prestige 2.2 AT HTRAC	2025,1 Tỷ 463 Triệu,"166 - 168 Phạm Văn Đồng, P. Hạnh Thông TP HCM",Xe mới,2025,Trong nước,Dầu 2.2 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Đỏ,5 cửa,6 chỗ
Xe Ford Everest Sport 2.0L 4x2 AT	2025,1 Tỷ 185 Triệu,"3 Căn VILLA 05 - 06 - 07 Lô C1 Khu đô thị Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy ( Cạnh Công Viên Yên Hoà ) Hà Nội",Xe đã dùng,2025,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"9,000 Km",RFD - Dẫn động cầu sau,Đen,Đen,5 cửa,7 chỗ
Xe Ford Ranger XLS 2.2L 4x2 AT	2020,529 Triệu,395 Nguyễn Xiển ( Đối diện trụ T142 ) Hà Nội,Xe đã dùng,2020,Nhập khẩu,Dầu 2.2 L,Bán tải / Pickup,Số tự động,"89,231 Km",RFD - Dẫn động cầu sau,Trắng,Đen,4 cửa,5 chỗ
Xe Porsche Panamera 4 Executive	2018,3 Tỷ 480 Triệu,Hạ Yên Quyết - Yên Hoà - Cầu Giấy Hà Nội,Xe đã dùng,2018,Nhập khẩu,Xăng 3.0 L,Sedan,Số tự động,"90,000 Km",RFD - Dẫn động cầu sau,Đen,Đỏ,4 cửa,4 chỗ
Xe Hyundai Kona Đặc Biệt 2.0 AT	2018,445 Triệu,"Số 219 Lê Thanh Nghị, P. Cẩm Trung, Tp. Cẩm Phả Quảng Ninh",Xe đã dùng,2018,Trong nước,Xăng 2.0 L,SUV,Số tự động,"70,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe VinFast VF8 Eco AWD	2023,770 Triệu,Chân cầu vượt Big C Vĩnh Yên Vĩnh Phúc,Xe đã dùng,2023,Trong nước,Điện,SUV,Số tự động,"28,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,5 chỗ
Xe VinFast Fadil 1.4 AT	2021,300 Triệu,"66 - 68 Đình Hương, Phường Hàm Rồng Thanh Hóa",Xe đã dùng,2021,Trong nước,Xăng 1.4 L,Hatchback,Số tự động,"60,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Lexus RX 300 F Sport	2022,3 Tỷ 99 Triệu,"529 Nguyễn Oanh, Phường 17, Quận Gò Vấp TP HCM",Xe đã dùng,2022,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,"40,000 Km",AWD - 4 bánh toàn thời gian,Đỏ,-,5 cửa,5 chỗ
Xe MG 5 1.5 MT	2025,310 Triệu,"46 Láng Hạ, Đống Đa Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 1.5 L,Sedan,Số tay,-,FWD - Dẫn động cầu trước,Trắng,Đen,4 cửa,5 chỗ
Xe Nissan Kicks e-Power V	2023,605 Triệu,138 Phạm Văn Đồng Hà Nội,Xe đã dùng,2023,Nhập khẩu,Hybrid 1.2 L,SUV,Số tự động,"18,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,5 chỗ
Xe Honda CRV e:HEV RS	2025,1 Tỷ 199 Triệu,"Thôn 3, Xã Tích Lộc, Huyện Phúc Thọ, Tp. Hà Nội Hà Nội",Xe mới,2025,Nhập khẩu,Hybrid 2.0 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe VinFast VF8 Plus AWD	2025,1 Tỷ 128 Triệu,"Km2+500 - Phan Trọng Tuệ, Huyện Thanh Trì Hà Nội",Xe mới,2025,Trong nước,Điện,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,5 chỗ
Xe Mercedes Benz GLC 300 4Matic	2016,845 Triệu,Số 2 nghĩa tân kéo dài Hà Nội,Xe đã dùng,2016,Trong nước,Xăng 2.0 L,SUV,Số tự động,"98,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,5 chỗ
Xe MG ZS Luxury 1.5 AT 2WD	2025,495 Triệu,"938 Quang Trung, Quận Hà Đông Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 1.5 L,Crossover,Số tự động,-,FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe BMW X7 xDrive40i M Sport	2022,4 Tỷ 50 Triệu,"Số 166 Khuất Duy Tiến, Thanh Xuân Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 3.0 L,SUV,Số tự động,"38,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe Hyundai SantaFe Cao cấp 2.5L HTRAC	2022,1 Tỷ 55 Triệu,Hà Nội Hà Nội,Xe đã dùng,2022,Trong nước,Xăng 2.5 L,SUV,Số tự động,"40,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,7 chỗ
Xe Mercedes Benz E class E250	2014,529 Triệu,"86 Vũ Đức Thận, Long Biên Hà Nội",Xe đã dùng,2014,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"130,000 Km",RFD - Dẫn động cầu sau,Đen,Đen,4 cửa,5 chỗ
